(731, 494, 2)
(504, 92, 2)
(802, 515, 2)
(367, 717, 2)
(49, 970, 2)
(659, 186, 2)
(913, 436, 2)
(491, 749, 2)
(286, 883, 2)
(707, 109, 2)
(167, 649, 1)
(851, 812, 2)
(296, 222, 2)
(984, 884, 1)
(763, 24, 2)
(477, 871, 2)
(518, 869, 1)
(442, 598, 2)
(804, 905, 2)
(405, 499, 2)
(686, 367, 2)
(382, 503, 2)
(327, 143, 1)
(987, 62, 2)
(396, 925, 2)
(18, 459, 2)
(576, 481, 2)
(726, 804, 2)
(526, 851, 2)
(259, 205, 2)
(845, 258, 2)
(836, 181, 2)
(441, 229, 2)
(234, 439, 2)
(558, 809, 2)
(222, 718, 2)
(561, 405, 2)
(387, 670, 2)
(600, 92, 2)
(990, 809, 2)
(486, 893, 2)
(188, 256, 2)
(547, 810, 2)
(544, 193, 2)
(227, 213, 2)
(192, 308, 2)
(921, 336, 2)
(531, 436, 2)
(544, 163, 2)
(703, 282, 2)
(33, 402, 2)
(163, 676, 2)
(608, 580, 2)
(463, 42, 2)
(113, 49, 1)
(469, 103, 2)
(438, 762, 2)
(432, 424, 2)
(212, 494, 2)
(229, 480, 2)
(614, 142, 2)
(340, 512, 2)
(463, 909, 2)
(858, 554, 2)
(324, 397, 2)
(222, 748, 2)
(320, 82, 2)
(751, 743, 2)
(701, 454, 2)
(875, 135, 1)
(677, 784, 2)
(744, 788, 2)
(76, 965, 1)
(87, 641, 2)
(582, 905, 2)
(724, 416, 2)
(53, 748, 2)
(805, 609, 1)
(200, 903, 2)
(120, 828, 2)
(378, 396, 2)
(879, 852, 2)
(580, 247, 2)
(616, 648, 2)
(679, 275, 2)
(786, 607, 2)
(866, 979, 2)
(39, 867, 1)
(92, 243, 2)
(124, 143, 2)
(218, 105, 1)
(255, 973, 2)
(645, 820, 2)
(89, 296, 2)
(861, 740, 2)
(930, 57, 2)
(171, 461, 2)
(826, 120, 2)
(612, 28, 2)
(247, 910, 2)
(709, 921, 2)
(513, 394, 2)
(702, 826, 2)
(4, 294, 1)
(217, 849, 2)
(307, 828, 2)
(601, 772, 2)
(457, 947, 2)
(658, 943, 2)
(810, 341, 2)
(54, 148, 2)
(103, 541, 2)
(987, 114, 2)
(821, 996, 2)
(51, 582, 2)
(884, 516, 1)
(834, 832, 2)
(847, 212, 1)
(485, 786, 2)
(494, 119, 2)
(512, 351, 2)
(994, 174, 2)
(279, 482, 2)
(93, 519, 2)
(211, 930, 2)
(711, 518, 1)
(79, 261, 2)
(937, 174, 2)
(395, 670, 2)
(738, 441, 2)
(256, 672, 1)
(651, 205, 2)
(886, 166, 1)
(94, 979, 2)
(231, 125, 2)
(486, 761, 1)
(301, 182, 2)
(267, 75, 2)
(104, 168, 2)
(364, 223, 2)
(809, 125, 2)
(292, 186, 2)
(0, 432, 2)
(732, 584, 2)
(602, 57, 2)
(294, 892, 2)
(62, 43, 2)
(476, 735, 1)
(172, 261, 2)
(237, 834, 2)
(395, 365, 2)
(182, 0, 2)
(953, 644, 2)
(188, 367, 2)
(997, 983, 2)
(680, 634, 2)
(841, 497, 2)
(994, 413, 2)
(41, 791, 2)
(554, 218, 2)
(311, 949, 2)
(237, 343, 2)
(967, 642, 2)
(491, 744, 2)
(772, 671, 2)
(451, 791, 2)
(281, 214, 2)
(263, 551, 2)
(766, 643, 2)
(639, 665, 2)
(880, 182, 2)
(665, 602, 2)
(283, 963, 2)
(685, 346, 2)
(190, 362, 2)
(191, 676, 1)
(569, 797, 2)
(106, 945, 2)
(833, 628, 1)
(188, 882, 2)
(703, 593, 2)
(871, 453, 2)
(769, 835, 2)
(790, 813, 2)
(713, 417, 2)
(657, 758, 2)
(624, 772, 2)
(754, 603, 2)
(87, 936, 2)
(146, 21, 2)
(157, 614, 2)
(318, 711, 1)
(68, 603, 2)
(597, 675, 2)
(679, 894, 1)
(969, 889, 2)
(689, 132, 2)
(343, 528, 2)
(422, 818, 2)
(770, 641, 2)
(901, 389, 2)
(892, 731, 1)
(523, 821, 2)
(317, 863, 2)
(859, 789, 2)
(287, 577, 2)
(316, 846, 2)
(437, 952, 2)
(435, 325, 2)
(453, 576, 2)
(740, 146, 2)
(505, 809, 2)
(258, 9, 2)
(346, 986, 2)
(926, 287, 2)
(112, 194, 2)
(453, 55, 1)
(217, 369, 2)
(139, 302, 2)
(124, 357, 2)
(728, 75, 2)
(740, 385, 2)
(223, 848, 2)
(232, 358, 2)
(638, 247, 2)
(694, 844, 2)
(331, 87, 2)
(427, 22, 2)
(331, 204, 2)
(753, 979, 2)
(928, 399, 2)
(662, 388, 2)
(763, 599, 1)
(99, 21, 2)
(612, 251, 2)
(43, 387, 2)
(842, 115, 2)
(754, 991, 2)
(448, 883, 2)
(282, 106, 2)
(693, 960, 2)
(654, 258, 1)
(797, 659, 2)
(584, 525, 2)
(703, 186, 2)
(713, 397, 1)
(875, 722, 2)
(523, 450, 2)
(753, 157, 2)
(281, 439, 2)
(177, 173, 2)
(672, 119, 2)
(125, 193, 2)
(263, 123, 2)
(456, 668, 2)
(853, 100, 2)
(170, 195, 2)
(55, 417, 2)
(729, 216, 2)
(115, 31, 2)
(396, 68, 2)
(45, 388, 2)
(138, 19, 2)
(419, 283, 2)
(791, 75, 2)
(223, 544, 2)
(838, 150, 2)
(399, 704, 2)
(396, 336, 2)
(671, 887, 2)
(747, 643, 2)
(370, 42, 2)
(777, 853, 1)
(187, 212, 2)
(447, 622, 2)
(651, 829, 2)
(809, 566, 2)
(807, 364, 2)
(461, 1, 1)
(705, 350, 2)
(938, 786, 2)
(439, 184, 1)
(83, 592, 2)
(935, 833, 2)
(902, 782, 2)
(367, 836, 2)
(689, 816, 2)
(666, 293, 2)
(800, 827, 2)
(160, 253, 2)
(702, 317, 2)
(476, 778, 2)
(542, 250, 2)
(203, 186, 2)
(387, 596, 2)
(71, 900, 2)
(23, 512, 2)
(456, 772, 2)
(470, 810, 2)
(412, 143, 2)
(586, 513, 2)
(8, 314, 2)
(975, 260, 2)
(797, 316, 2)
(868, 61, 2)
(989, 73, 1)
(821, 737, 2)
(910, 300, 2)
(828, 318, 2)
(369, 365, 2)
(876, 655, 2)
(366, 670, 1)
(494, 551, 2)
(835, 829, 2)
(522, 504, 2)
(761, 487, 2)
(76, 688, 2)
(765, 801, 2)
(785, 138, 2)
(85, 44, 2)
(344, 60, 2)
(413, 1, 1)
(293, 631, 2)
(804, 848, 2)
(622, 21, 2)
(309, 806, 1)
(636, 891, 2)
(937, 457, 2)
(191, 924, 1)
(361, 767, 2)
(228, 41, 1)
(875, 155, 2)
(862, 93, 2)
(216, 688, 2)
(577, 738, 2)
(709, 601, 2)
(195, 209, 2)
(577, 527, 2)
(680, 734, 2)
(839, 916, 2)
(836, 0, 2)
(156, 320, 2)
(794, 44, 2)
(600, 240, 2)
(180, 468, 2)
(171, 77, 2)
(969, 739, 2)
(583, 484, 2)
(566, 946, 2)
(327, 868, 2)
(739, 252, 2)
(467, 411, 2)
(142, 743, 2)
(837, 978, 2)
(604, 975, 2)
(357, 296, 2)
(456, 521, 1)
(346, 353, 2)
(596, 7, 2)
(309, 342, 2)
(684, 720, 2)
(519, 96, 2)
(904, 245, 2)
(245, 140, 2)
(735, 105, 2)
(967, 340, 2)
(151, 66, 1)
(426, 294, 2)
(846, 854, 2)
(452, 494, 2)
(293, 728, 2)
(103, 422, 2)
(771, 516, 2)
(185, 751, 2)
(18, 156, 2)
(110, 170, 2)
(459, 757, 2)
(658, 761, 2)
(178, 935, 1)
(73, 387, 2)
(517, 703, 2)
(947, 882, 2)
(999, 764, 2)
(970, 822, 1)
(108, 947, 2)
(925, 267, 2)
(388, 863, 2)
(243, 779, 2)
(288, 227, 2)
(813, 800, 2)
(792, 904, 2)
(383, 539, 2)
(868, 68, 2)
(710, 113, 2)
(16, 487, 2)
(873, 712, 2)
