(2033, 2936, 4)
(89, 3206, 4)
(1973, 1364, 4)
(4030, 2220, 5)
(3117, 940, 3)
(2628, 796, 7)
(1011, 524, 2)
(1816, 822, 6)
(1566, 3311, 3)
(1069, 3585, 4)
(622, 1853, 3)
(1305, 16, 3)
(1033, 3404, 3)
(1215, 897, 2)
(1808, 730, 6)
(3949, 1658, 4)
(2181, 422, 4)
(1704, 2344, 3)
(319, 1442, 3)
(1315, 3099, 3)
(230, 3441, 5)
(2115, 2477, 1)
(117, 4021, 6)
(3920, 1962, 5)
(1929, 2454, 2)
(3909, 3781, 2)
(1896, 3742, 4)
(1192, 2108, 4)
(2404, 2635, 2)
(188, 2450, 4)
(3454, 1809, 4)
(3448, 1548, 4)
(3575, 1980, 5)
(1169, 263, 3)
(350, 1693, 3)
(1222, 3788, 4)
(255, 1685, 3)
(2805, 3722, 5)
(345, 3963, 5)
(3150, 3163, 2)
(1881, 1365, 2)
(581, 3206, 4)
(2552, 3528, 5)
(3623, 2636, 5)
(2585, 993, 4)
(565, 910, 3)
(1737, 91, 3)
(1284, 994, 2)
(2534, 3718, 5)
(1111, 1430, 2)
(746, 2918, 5)
(1405, 1600, 2)
(321, 2876, 4)
(3722, 135, 5)
(3754, 3153, 5)
(29, 1045, 3)
(370, 2477, 3)
(3099, 3735, 5)
(2541, 1640, 4)
(1367, 60, 3)
(2789, 1971, 4)
(634, 2016, 3)
(321, 1625, 3)
(2396, 3798, 5)
(2058, 2280, 2)
(2666, 2926, 2)
(2084, 1850, 4)
(973, 3126, 3)
(957, 1411, 2)
(2133, 383, 4)
(983, 977, 2)
(1800, 769, 5)
(1628, 3876, 4)
(3926, 245, 5)
(2324, 1829, 4)
(2928, 458, 4)
(2641, 3901, 5)
(448, 3539, 4)
(3966, 2729, 5)
(1847, 2078, 4)
(3103, 3824, 5)
(3894, 2518, 5)
(1748, 1944, 4)
(2343, 2800, 4)
(3267, 620, 4)
(164, 469, 4)
(2558, 2569, 2)
(424, 1992, 4)
(691, 103, 7)
(306, 1085, 3)
(2384, 817, 7)
(3529, 3803, 2)
(3810, 3166, 5)
(2227, 886, 6)
(3150, 644, 4)
(3468, 2801, 5)
(2514, 462, 4)
(2821, 3165, 2)
(1662, 4010, 5)
(3671, 931, 4)
(739, 174, 7)
(317, 207, 2)
(2172, 4012, 5)
(2646, 1782, 3)
(1983, 3794, 5)
(1238, 1524, 2)
(1264, 1206, 2)
(158, 3989, 5)
(2125, 2719, 4)
(71, 2591, 4)
(3679, 256, 5)
(2971, 1018, 3)
(942, 2914, 3)
(3550, 3244, 4)
(2005, 2457, 2)
(2016, 1667, 4)
(1020, 1114, 2)
(317, 1298, 3)
(227, 1246, 3)
(182, 1568, 3)
(3940, 1102, 4)
(106, 1792, 3)
(409, 1647, 3)
(2527, 1714, 4)
(2349, 1858, 4)
(727, 2730, 5)
(2480, 3970, 5)
(3381, 2879, 2)
(1181, 140, 3)
(3757, 2721, 5)
(2638, 3168, 4)
(1177, 2929, 3)
(3345, 1651, 3)
(981, 3949, 4)
(3449, 3505, 2)
(1861, 2748, 3)
(2497, 2053, 2)
(1551, 1651, 2)
(3079, 1508, 3)
(1017, 3343, 3)
(1471, 915, 2)
(1401, 1187, 2)
(550, 1859, 3)
(2066, 2865, 4)
(1298, 2302, 3)
(1577, 326, 3)
(1527, 85, 3)
(1784, 1427, 2)
(2192, 857, 5)
(726, 1192, 6)
(2812, 1771, 3)
(1761, 1919, 4)
(3061, 1832, 3)
(3174, 501, 4)
(3276, 2489, 4)
(386, 3147, 4)
(753, 599, 5)
(2999, 2398, 4)
(2654, 758, 7)
(3330, 1554, 3)
(2885, 3509, 5)
(1739, 3330, 3)
(1290, 1321, 2)
(633, 1869, 3)
(3381, 2236, 4)
(2758, 3354, 2)
(725, 1820, 6)
(1794, 134, 3)
(3448, 3090, 5)
(2957, 2154, 4)
(712, 3119, 5)
(952, 2475, 3)
(984, 3381, 3)
(2271, 1858, 4)
(768, 617, 6)
(2595, 977, 4)
(609, 204, 4)
(1198, 1892, 2)
(1747, 2522, 4)
(990, 2890, 2)
(824, 1723, 6)
(1462, 440, 3)
(3766, 2378, 5)
(2075, 2663, 4)
(3918, 411, 4)
(3718, 2218, 5)
(451, 2372, 3)
(2920, 2683, 2)
(3007, 603, 4)
(1497, 2172, 4)
(2954, 1025, 3)
(1894, 4002, 5)
(3014, 3536, 5)
(3137, 1827, 3)
(1048, 2662, 3)
(1435, 566, 1)
(1629, 1770, 2)
(3744, 2112, 5)
(1427, 3787, 4)
(3099, 1633, 3)
(2725, 3882, 5)
(3953, 3745, 2)
(2606, 2729, 4)
(3921, 647, 4)
(3463, 2141, 5)
(40, 1762, 3)
(2672, 1453, 3)
(3242, 2518, 4)
(3754, 3131, 5)
(1624, 98, 3)
(2024, 2251, 2)
(2808, 2702, 2)
(2655, 3571, 5)
(3136, 1859, 3)
(2249, 3931, 5)
(2474, 2518, 2)
(1079, 3501, 3)
(485, 1295, 3)
(939, 2274, 4)
(4029, 650, 4)
(1284, 2243, 4)
(966, 83, 3)
(1338, 2799, 3)
(2282, 2102, 1)
(1971, 1835, 3)
(775, 3588, 4)
(1832, 2642, 3)
(354, 3897, 4)
(1997, 3156, 4)
(3439, 192, 5)
(3465, 3583, 2)
(793, 1743, 6)
(1075, 2947, 3)
(1483, 1769, 2)
(2268, 1987, 1)
(3051, 3214, 2)
(624, 2030, 4)
(486, 1424, 3)
(118, 1890, 3)
(3196, 265, 4)
(2490, 1593, 4)
(108, 452, 4)
(3340, 496, 4)
(736, 1051, 6)
(1481, 2662, 3)
(977, 1446, 2)
(3664, 3130, 5)
(237, 4008, 6)
(3715, 553, 3)
(2809, 1522, 3)
(2839, 3985, 6)
(1977, 3627, 5)
(2890, 3874, 5)
(3370, 3767, 5)
(504, 2688, 4)
(1405, 2306, 4)
(3355, 1140, 3)
(1185, 2363, 4)
(2753, 2681, 2)
(3253, 757, 5)
(814, 3134, 5)
(2646, 1596, 4)
(333, 1064, 3)
(1433, 1763, 2)
(2992, 3947, 5)
(3403, 1042, 3)
(1936, 315, 3)
(3704, 3241, 5)
(1940, 1767, 3)
(900, 1838, 2)
(609, 3149, 4)
(2115, 1277, 4)
(844, 1073, 6)
(3431, 947, 3)
(417, 1884, 3)
(577, 954, 3)
(3652, 2394, 5)
(2251, 1789, 4)
(2480, 687, 7)
(731, 2026, 7)
(308, 2484, 3)
(1079, 2061, 4)
(2153, 2765, 4)
(2552, 422, 4)
(1005, 402, 3)
(343, 2236, 4)
(2883, 3132, 2)
(3130, 2974, 2)
(1453, 2445, 3)
(3442, 1917, 5)
(760, 3635, 4)
(1182, 2632, 3)
(2008, 2189, 2)
(1251, 3847, 4)
(2563, 3612, 5)
(785, 2605, 7)
(2519, 2074, 2)
(2491, 3878, 5)
(1556, 3433, 3)
(3927, 3682, 2)
(1164, 319, 3)
(2023, 707, 7)
(608, 3893, 4)
(913, 282, 3)
(1368, 2948, 3)
(777, 3206, 5)
(721, 1410, 5)
(2768, 1856, 3)
(1886, 706, 6)
(4025, 3517, 6)
(360, 1641, 3)
(3264, 2915, 2)
(216, 2096, 4)
(1919, 2113, 2)
(2355, 498, 4)
(209, 761, 7)
(1376, 129, 3)
(721, 160, 7)
(3737, 350, 4)
